building_id,state
way/391279232,changed
way/391279235,changed
way/391279236,changed
way/400994134,changed
way/403642583,changed
way/403642590,changed
way/403642597,changed
way/403856092,changed
way/416627786,changed
way/420409347,changed
way/420411245,changed
way/420411246,changed
way/420411322,changed
way/428478237,changed
way/428478590,changed
way/432405458,changed
way/432411457,changed
way/432411466,changed
way/432411472,changed
way/432411816,changed
way/432411817,changed
way/432411824,changed
way/432412733,changed
way/432412738,changed
way/432567163,changed
way/432738008,changed
way/432864102,changed
way/432864412,changed
way/432864418,changed
way/432865819,changed
way/432865820,changed
way/433014841,changed
way/433014847,changed
way/433014852,changed
way/434023862,changed
way/434025434,changed
way/434026687,changed
way/434026700,changed
way/434049328,changed
way/434049330,changed
way/434584672,changed
way/434584674,changed
way/434584678,changed
way/434868514,changed
way/434869415,changed
way/434878262,changed
way/434878265,changed
way/434878268,changed
way/434878270,changed
way/434878272,changed
way/434878276,changed
way/434878281,changed
way/434878283,changed
way/434878294,changed
way/434899838,changed
way/435212312,changed
way/435212315,changed
way/435212752,changed
way/435398511,changed
way/435398513,changed
way/435399157,changed
way/435447761,changed
way/435447762,changed
way/435447779,changed
way/435449425,changed
way/435449427,changed
way/435449428,changed
way/435449438,changed
way/435449439,changed
way/435508456,changed
way/435509269,changed
way/435510856,changed
way/435510862,changed
way/435510868,changed
way/435510994,changed
way/435511305,changed
way/435637788,changed
way/435638258,changed
way/435638260,changed
way/435638261,changed
way/435638262,changed
way/435638396,changed
way/435638862,changed
way/435638867,changed
way/435638868,changed
way/435638869,changed
way/435638871,changed
way/435638873,changed
way/435639068,changed
way/435639070,changed
way/435639071,changed
way/435639074,changed
way/435639207,changed
way/435822223,changed
way/435822224,changed
way/435822365,changed
way/435823572,changed
way/435823575,changed
way/435823576,changed
way/435823582,changed
way/435927692,changed
way/435927693,changed
way/435929953,changed
way/435932082,changed
way/435932206,changed
way/435941324,changed
way/435943261,changed
way/435943263,changed
way/435943265,changed
way/435943792,changed
way/435943796,changed
way/618216965,changed
way/941927215,changed
way/941927218,changed
way/941927220,changed
way/941927232,changed
way/941927233,changed
way/941927236,changed
way/941927239,changed
way/941927241,changed
way/941927247,changed
way/941927249,changed
way/941927250,changed
way/941927251,changed
way/941927255,changed
way/942352869,changed
way/942666499,changed
way/942666501,changed
way/942968870,changed
way/942968873,changed
way/948239061,changed
way/950132498,changed
way/951986172,changed
way/952996071,changed
way/952996072,changed
way/956365709,changed
way/957114523,changed
way/957452702,changed
way/957480063,changed
way/965605246,changed
way/965605251,changed
way/965605253,changed
way/965605254,changed
way/968439449,changed
way/968439450,changed
way/968439453,changed
way/968439454,changed
way/968439458,changed
way/987123365,changed
way/987123367,changed
way/987508172,changed
way/991148821,changed
way/991543626,changed
way/991543627,changed
way/997250229,changed
way/997278104,changed
way/997278117,changed
relation/12582232,excluded
relation/12582233,excluded
relation/12582234,excluded
relation/12586384,excluded
relation/12628571,excluded
relation/12628572,excluded
relation/12638103,excluded
relation/12700585,excluded
relation/12700645,excluded
relation/12702624,excluded
relation/12702626,excluded
relation/12702627,excluded
relation/12702628,excluded
relation/12702630,excluded
relation/12702631,excluded
relation/12704090,excluded
relation/12706920,excluded
relation/12707194,excluded
relation/12707195,excluded
relation/12713025,excluded
relation/12713026,excluded
relation/12725306,excluded
relation/12743488,excluded
relation/12765477,excluded
relation/12765478,excluded
relation/12771675,excluded
relation/12771676,excluded
relation/12794755,excluded
relation/12800463,excluded
relation/12800464,excluded
relation/12800465,excluded
relation/12803889,excluded
relation/12803902,excluded
relation/12837455,excluded
relation/12863111,excluded
relation/12876435,excluded
relation/12877779,excluded
relation/12882209,excluded
relation/12891866,excluded
relation/12891867,excluded
relation/12931518,excluded
relation/12993356,excluded
relation/13033799,excluded
relation/13033800,excluded
relation/13033801,excluded
relation/13113581,excluded
relation/13146436,excluded
relation/13146437,excluded
relation/13146438,excluded
relation/13160790,excluded
relation/13160791,excluded
relation/13263924,excluded
relation/13263925,excluded
relation/13277439,excluded
relation/13296657,excluded
relation/13307655,excluded
relation/13340529,excluded
relation/13340530,excluded
relation/13380999,excluded
relation/13381262,excluded
relation/13381287,excluded
relation/13381288,excluded
relation/3730743,excluded
relation/4154505,excluded
relation/4154506,excluded
relation/4154554,excluded
relation/4154555,excluded
relation/4154596,excluded
relation/4164892,excluded
relation/4164893,excluded
relation/4164894,excluded
relation/4164895,excluded
relation/4164961,excluded
relation/4164962,excluded
relation/4164983,excluded
relation/4165178,excluded
relation/4165179,excluded
relation/4165180,excluded
relation/4165182,excluded
relation/4169236,excluded
relation/4172733,excluded
relation/4172891,excluded
relation/4179135,excluded
relation/4466638,excluded
relation/4495683,excluded
relation/4495684,excluded
relation/4495685,excluded
relation/4678509,excluded
relation/4835799,excluded
relation/4835800,excluded
relation/4835801,excluded
relation/5662801,excluded
relation/5662803,excluded
relation/5808693,excluded
relation/5808695,excluded
relation/6382787,excluded
way/100704656,excluded
way/100704671,excluded
way/100704677,excluded
way/100704682,excluded
way/100704705,excluded
way/100704723,excluded
way/100704738,excluded
way/100704741,excluded
way/1237260791,excluded
way/133979799,excluded
way/195286070,excluded
way/198082036,excluded
way/198082056,excluded
way/232618736,excluded
way/277649994,excluded
way/286376565,excluded
way/286376571,excluded
way/286376574,excluded
way/286685222,excluded
way/286754288,excluded
way/286754290,excluded
way/286754292,excluded
way/287225519,excluded
way/287225521,excluded
way/287356953,excluded
way/287496591,excluded
way/287696580,excluded
way/287696583,excluded
way/287696584,excluded
way/287938551,excluded
way/287938553,excluded
way/287938556,excluded
way/287939446,excluded
way/287939455,excluded
way/287943064,excluded
way/288276172,excluded
way/288276173,excluded
way/288276174,excluded
way/288276178,excluded
way/288276179,excluded
way/288447771,excluded
way/288450069,excluded
way/288461989,excluded
way/288461992,excluded
way/288600848,excluded
way/288600850,excluded
way/288600854,excluded
way/288600859,excluded
way/288600861,excluded
way/289387273,excluded
way/289387274,excluded
way/289387277,excluded
way/289387278,excluded
way/289387279,excluded
way/289387281,excluded
way/289434331,excluded
way/289434333,excluded
way/289434337,excluded
way/289434339,excluded
way/289510893,excluded
way/289510897,excluded
way/289510900,excluded
way/289692620,excluded
way/289692621,excluded
way/289692623,excluded
way/289692624,excluded
way/289979822,excluded
way/289979825,excluded
way/289979829,excluded
way/290026256,excluded
way/290026258,excluded
way/290653348,excluded
way/290653349,excluded
way/290653350,excluded
way/290653352,excluded
way/290662259,excluded
way/290820839,excluded
way/290820840,excluded
way/290820846,excluded
way/290820851,excluded
way/291155595,excluded
way/291155596,excluded
way/291278667,excluded
way/291278668,excluded
way/291278675,excluded
way/291892249,excluded
way/291892250,excluded
way/291892252,excluded
way/291892387,excluded
way/292149912,excluded
way/292149914,excluded
way/293591511,excluded
way/293596159,excluded
way/293596180,excluded
way/310738147,excluded
way/310738149,excluded
way/310738150,excluded
way/310738152,excluded
way/310738153,excluded
way/310738154,excluded
way/310738155,excluded
way/310738157,excluded
way/310738158,excluded
way/310738159,excluded
way/310738160,excluded
way/310771769,excluded
way/310771771,excluded
way/310771773,excluded
way/310771778,excluded
way/310771781,excluded
way/310771784,excluded
way/310771790,excluded
way/310771792,excluded
way/310771803,excluded
way/310771805,excluded
way/310771813,excluded
way/310771818,excluded
way/310774080,excluded
way/310775064,excluded
way/310775068,excluded
way/310775071,excluded
way/310775072,excluded
way/310775075,excluded
way/310775076,excluded
way/311159684,excluded
way/311159685,excluded
way/311159688,excluded
way/311159689,excluded
way/311159690,excluded
way/311159691,excluded
way/311159692,excluded
way/311161162,excluded
way/311161164,excluded
way/311162658,excluded
way/311162660,excluded
way/311162662,excluded
way/311162663,excluded
way/311168052,excluded
way/311431853,excluded
way/311586300,excluded
way/311595043,excluded
way/311595045,excluded
way/311595048,excluded
way/311602374,excluded
way/311968161,excluded
way/311968162,excluded
way/311968163,excluded
way/322742247,excluded
way/322742249,excluded
way/322742251,excluded
way/322742256,excluded
way/322742258,excluded
way/322742259,excluded
way/322742263,excluded
way/322742264,excluded
way/322742265,excluded
way/333138111,excluded
way/333138113,excluded
way/333138116,excluded
way/333138121,excluded
way/333138124,excluded
way/333138127,excluded
way/333138128,excluded
way/333138130,excluded
way/333138132,excluded
way/333138134,excluded
way/333138136,excluded
way/380242656,excluded
way/380242657,excluded
way/380242658,excluded
way/380242662,excluded
way/380242666,excluded
way/380242668,excluded
way/380242669,excluded
way/380242671,excluded
way/388485182,excluded
way/388485186,excluded
way/388485189,excluded
way/388485191,excluded
way/388485193,excluded
way/388485194,excluded
way/388485196,excluded
way/388485198,excluded
way/388485200,excluded
way/388485201,excluded
way/388485203,excluded
way/389587830,excluded
way/391270217,excluded
way/391270218,excluded
way/391270219,excluded
way/391270220,excluded
way/391270221,excluded
way/391270224,excluded
way/391275429,excluded
way/391276756,excluded
way/391276757,excluded
way/391276758,excluded
way/391276762,excluded
way/391276766,excluded
way/391276767,excluded
way/391279228,excluded
way/391279229,excluded
way/391279233,excluded
way/391662735,excluded
way/400445225,excluded
way/403642584,excluded
way/403642585,excluded
way/403642586,excluded
way/403642587,excluded
way/403642588,excluded
way/403642589,excluded
way/403642592,excluded
way/403642594,excluded
way/403855649,excluded
way/403855650,excluded
way/403855651,excluded
way/403855653,excluded
way/403855654,excluded
way/403856093,excluded
way/403856094,excluded
way/420409339,excluded
way/420409343,excluded
way/420409346,excluded
way/420409350,excluded
way/420411321,excluded
way/420411324,excluded
way/428475104,excluded
way/428475105,excluded
way/428478238,excluded
way/428478245,excluded
way/428478247,excluded
way/428478249,excluded
way/432405440,excluded
way/432405443,excluded
way/432405444,excluded
way/432405449,excluded
way/432405451,excluded
way/432405459,excluded
way/432405737,excluded
way/432411451,excluded
way/432411459,excluded
way/432411464,excluded
way/432411814,excluded
way/432411815,excluded
way/432411820,excluded
way/432411823,excluded
way/432412734,excluded
way/432412735,excluded
way/432412736,excluded
way/432412737,excluded
way/432566224,excluded
way/432566226,excluded
way/432566227,excluded
way/432566510,excluded
way/432566513,excluded
way/432566514,excluded
way/432566515,excluded
way/432567161,excluded
way/432567164,excluded
way/432567165,excluded
way/432737636,excluded
way/432737999,excluded
way/432738006,excluded
way/432738019,excluded
way/432864101,excluded
way/432864103,excluded
way/432864104,excluded
way/432864105,excluded
way/432864406,excluded
way/432864413,excluded
way/432864414,excluded
way/432864416,excluded
way/432864417,excluded
way/432864638,excluded
way/432864641,excluded
way/432864978,excluded
way/432864979,excluded
way/432864980,excluded
way/432864981,excluded
way/432864982,excluded
way/432865814,excluded
way/432865817,excluded
way/432865818,excluded
way/432865821,excluded
way/432866211,excluded
way/432867093,excluded
way/432867095,excluded
way/432867096,excluded
way/433014080,excluded
way/433014082,excluded
way/433014323,excluded
way/433014324,excluded
way/433014325,excluded
way/433014326,excluded
way/433014327,excluded
way/433014842,excluded
way/433014844,excluded
way/433014845,excluded
way/433014846,excluded
way/433014850,excluded
way/433014851,excluded
way/434023854,excluded
way/434023855,excluded
way/434023861,excluded
way/434023863,excluded
way/434025429,excluded
way/434025431,excluded
way/434025437,excluded
way/434026690,excluded
way/434026694,excluded
way/434026697,excluded
way/434049326,excluded
way/434049331,excluded
way/434049333,excluded
way/434584670,excluded
way/434584676,excluded
way/434868515,excluded
way/434868516,excluded
way/434868517,excluded
way/434868518,excluded
way/434869412,excluded
way/434869413,excluded
way/434869414,excluded
way/434869416,excluded
way/434877453,excluded
way/434877455,excluded
way/434877456,excluded
way/434877457,excluded
way/434878266,excluded
way/434878279,excluded
way/434878287,excluded
way/434878289,excluded
way/434878296,excluded
way/434878298,excluded
way/434878300,excluded
way/434878302,excluded
way/434899826,excluded
way/434899827,excluded
way/434899831,excluded
way/434899833,excluded
way/434899835,excluded
way/434899836,excluded
way/434899837,excluded
way/434899840,excluded
way/434900093,excluded
way/434900094,excluded
way/434900095,excluded
way/434900098,excluded
way/434900099,excluded
way/434900101,excluded
way/434900119,excluded
way/435212309,excluded
way/435212310,excluded
way/435212311,excluded
way/435212313,excluded
way/435212314,excluded
way/435212316,excluded
way/435212318,excluded
way/435212748,excluded
way/435212753,excluded
way/435212755,excluded
way/435212756,excluded
way/435212757,excluded
way/435397042,excluded
way/435397045,excluded
way/435397047,excluded
way/435397050,excluded
way/435397051,excluded
way/435398509,excluded
way/435398510,excluded
way/435398515,excluded
way/435399153,excluded
way/435399154,excluded
way/435399155,excluded
way/435399156,excluded
way/435447757,excluded
way/435447764,excluded
way/435447773,excluded
way/435447775,excluded
way/435447777,excluded
way/435447780,excluded
way/435449426,excluded
way/435449429,excluded
way/435449430,excluded
way/435449431,excluded
way/435449432,excluded
way/435449433,excluded
way/435449435,excluded
way/435449436,excluded
way/435449437,excluded
way/435449443,excluded
way/435449445,excluded
way/435449619,excluded
way/435449622,excluded
way/435449623,excluded
way/435449627,excluded
way/435505189,excluded
way/435505191,excluded
way/435505192,excluded
way/435505193,excluded
way/435505194,excluded
way/435505196,excluded
way/435508453,excluded
way/435508454,excluded
way/435508457,excluded
way/435508459,excluded
way/435508462,excluded
way/435509259,excluded
way/435509266,excluded
way/435509267,excluded
way/435510855,excluded
way/435510857,excluded
way/435510858,excluded
way/435510859,excluded
way/435510860,excluded
way/435510861,excluded
way/435510863,excluded
way/435510864,excluded
way/435510865,excluded
way/435510866,excluded
way/435510867,excluded
way/435510996,excluded
way/435511300,excluded
way/435511301,excluded
way/435511304,excluded
way/435633561,excluded
way/435633562,excluded
way/435633566,excluded
way/435633568,excluded
way/435633858,excluded
way/435633859,excluded
way/435633860,excluded
way/435637297,excluded
way/435637779,excluded
way/435637781,excluded
way/435637782,excluded
way/435637791,excluded
way/435637794,excluded
way/435638254,excluded
way/435638255,excluded
way/435638256,excluded
way/435638257,excluded
way/435638259,excluded
way/435638263,excluded
way/435638397,excluded
way/435638398,excluded
way/435638858,excluded
way/435638860,excluded
way/435638864,excluded
way/435638865,excluded
way/435638870,excluded
way/435638872,excluded
way/435639062,excluded
way/435639063,excluded
way/435639065,excluded
way/435639066,excluded
way/435639067,excluded
way/435639077,excluded
way/435639200,excluded
way/435639201,excluded
way/435639202,excluded
way/435639204,excluded
way/435639205,excluded
way/435639206,excluded
way/435639208,excluded
way/435822216,excluded
way/435822217,excluded
way/435822218,excluded
way/435822220,excluded
way/435822222,excluded
way/435822228,excluded
way/435822229,excluded
way/435822364,excluded
way/435822366,excluded
way/435822367,excluded
way/435823567,excluded
way/435823568,excluded
way/435823569,excluded
way/435823571,excluded
way/435823577,excluded
way/435823578,excluded
way/435927686,excluded
way/435927690,excluded
way/435927694,excluded
way/435927695,excluded
way/435930648,excluded
way/435930649,excluded
way/435930650,excluded
way/435932081,excluded
way/435932083,excluded
way/435932207,excluded
way/435932208,excluded
way/435932451,excluded
way/435938302,excluded
way/435941306,excluded
way/435941312,excluded
way/435941314,excluded
way/435941321,excluded
way/435943258,excluded
way/435943264,excluded
way/435943791,excluded
way/435943795,excluded
way/435943803,excluded
way/542783222,excluded
way/660242768,excluded
way/671908209,excluded
way/941927214,excluded
way/941927217,excluded
way/941927219,excluded
way/941927221,excluded
way/941927229,excluded
way/941927231,excluded
way/941927234,excluded
way/941927244,excluded
way/941927246,excluded
way/941927253,excluded
way/941927254,excluded
way/942352867,excluded
way/942352868,excluded
way/942352870,excluded
way/942352871,excluded
way/942352872,excluded
way/942352873,excluded
way/942352876,excluded
way/942352877,excluded
way/942352878,excluded
way/942352881,excluded
way/942642640,excluded
way/942666508,excluded
way/942968868,excluded
way/942968869,excluded
way/942968871,excluded
way/942968877,excluded
way/942968878,excluded
way/947890583,excluded
way/948239067,excluded
way/948239068,excluded
way/948836434,excluded
way/949370797,excluded
way/949370798,excluded
way/949683581,excluded
way/950143786,excluded
way/951235308,excluded
way/952996070,excluded
way/953381371,excluded
way/953381372,excluded
way/953381373,excluded
way/953381375,excluded
way/953381376,excluded
way/953381378,excluded
way/953381380,excluded
way/953381381,excluded
way/955886067,excluded
way/955886068,excluded
way/955886073,excluded
way/956365732,excluded
way/956615879,excluded
way/956615880,excluded
way/957452704,excluded
way/957480058,excluded
way/957551186,excluded
way/957551187,excluded
way/957650433,excluded
way/957650440,excluded
way/957650449,excluded
way/957847558,excluded
way/957847559,excluded
way/965605235,excluded
way/965605236,excluded
way/965605238,excluded
way/965605242,excluded
way/965605243,excluded
way/965605244,excluded
way/965605255,excluded
way/965605259,excluded
way/965605261,excluded
way/965718572,excluded
way/966274050,excluded
way/966274052,excluded
way/966274053,excluded
way/968439451,excluded
way/968439455,excluded
way/968439456,excluded
way/968439457,excluded
way/987508173,excluded
way/987508178,excluded
way/991148823,excluded
way/997282502,excluded
relation/12628570,net_new
relation/12702625,net_new
relation/12818819,net_new
relation/13113580,net_new
relation/4165181,net_new
relation/5808696,net_new
