building_id,district,outcome_before,outcome_after,whole_before,whole_after,n_zones_before,n_zones_after,dwellings_after,floor_area_before,floor_area_after,area_delta_pct
28373,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,9,9,1,15695.6502,15695.6502,0.0
28380,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,1017.186,1017.0927,-0.009172
28388,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,1714.3935,1714.5279,0.00784
28392,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,6,6,1,7848.6733,7848.6733,0.0
28454,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,4444.1138,4444.4169,0.00682
28457,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,40,40,6,7684.0743,7684.4357,0.004703
28463,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,3966.6507,3966.6133,-0.000943
28472,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,5,2,313.4442,313.4451,0.000287
28473,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,5,5,1,1099.7095,1099.7095,0.0
28517,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,1490.8485,1492.19,0.089982
28527,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,6,6,1,5148.4394,5148.4394,0.0
28533,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,Y,N,7,40,6,6808.836,6808.7155,-0.00177
28583,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,2491.187,2491.1221,-0.002605
28589,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,7,7,1,14338.9797,14338.9797,0.0
28590,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,6405.9008,6405.6772,-0.003491
28593,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,609.4041,609.3161,-0.01444
28613,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,7,16,3,2631.6523,2631.3977,-0.009675
28621,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,5,5,1,2219.2411,2219.2411,0.0
28629,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,10,10,1,25076.3707,25076.3707,0.0
28636,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,6,6,1,2627.14,2627.14,0.0
28651,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,6524.5101,6524.5169,0.000104
28662,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,1060.5086,1059.6579,-0.080216
28679,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,347.5162,347.5361,0.005726
28685,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,2289.0887,2289.0887,0.0
28696,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,5,5,1,5237.9485,5237.9485,0.0
28700,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,5,5,1,842.3282,842.3282,0.0
28708,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,2147.0226,2147.1565,0.006237
28712,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,1983.0126,1982.7502,-0.013232
28713,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,8,16,2,4481.8996,4482.1429,0.005429
28719,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,5,2,195.5663,195.5614,-0.002506
28721,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,6,6,1,925.5303,925.5303,0.0
28736,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,4,5,2,203.3076,203.3082,0.000295
28749,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,6,6,1,4570.301,4570.301,0.0
28754,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,4,3566.39,3566.4072,0.000482
28764,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,7,7,1,6748.8242,6748.8242,0.0
28781,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,7,7,1,19048.9477,19048.9477,0.0
28782,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,6,6,1,3227.6234,3227.6234,0.0
28784,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,8,16,2,9899.4994,9898.0476,-0.014665
28787,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,1691.0889,1691.205,0.006865
28835,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,4,5412.4708,5412.4678,-5.5e-05
28843,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,7,7,1,627.0479,627.0479,0.0
28844,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,7,16,3,1867.6868,1867.595,-0.004915
28857,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,2,4676.9765,4676.9765,0.0
28859,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,7,7,1,12155.7292,12155.7292,0.0
28861,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,886.9461,886.8553,-0.010237
28864,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,3501.4332,3501.3337,-0.002842
28873,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,4,1767.1544,1767.1039,-0.002858
28891,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,4145.3942,4145.3753,-0.000456
28903,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,1229.2444,1228.9982,-0.020029
28908,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,3468.8656,3469.1784,0.009017
28912,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,7,16,3,2314.7425,2315.2357,0.021307
28917,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,5,5,1,115.8765,115.8765,0.0
28931,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,1821.9953,1822.0269,0.001734
28959,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,2508.517,2508.3211,-0.007809
28960,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,2395.4277,2395.4338,0.000255
28968,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,6,6,1,2102.766,2102.766,0.0
28969,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,6,6,1,5186.8575,5186.8575,0.0
28971,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,4,8475.1067,8475.0958,-0.000129
28980,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,7,16,3,4462.722,4462.8471,0.002803
28989,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,1776.6562,1776.6747,0.001041
28997,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,9,9,1,19839.8698,19839.8698,0.0
29006,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,5,2,520.4146,520.4146,0.0
29010,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,10,10,1,46862.6439,46862.6439,0.0
29012,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,1159.9186,1159.5211,-0.03427
29020,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,7,16,3,1198.693,1198.5752,-0.009827
29028,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,2152.416,2152.4016,-0.000669
29059,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,40,8,4654.0115,4653.8714,-0.00301
29079,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,4,5,2,417.4772,417.4284,-0.011689
29081,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,4,1743.9184,1743.8094,-0.00625
29085,IT-BOL-GALVANI2,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,Y,Y,4,4,1,1344.778,1344.778,0.0
29087,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,4,3557.9082,3557.7572,-0.004244
29094,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,16,5,1,2852.1978,2852.6655,0.016398
29100,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,329.222,329.2088,-0.004009
29106,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,1681.9719,1682.266,0.017485
29108,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,7,7,1,1358.8533,1358.8533,0.0
29109,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,4,2316.0597,2316.0848,0.001084
29114,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,2149.7096,2149.2813,-0.019924
29116,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,4,5,2,187.7526,187.6574,-0.050705
29117,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,2744.8112,2744.7981,-0.000477
29125,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,1044.248,1044.1111,-0.01311
29126,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,3,5286.4123,5286.7978,0.007292
29146,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,16,4,310.6945,310.6905,-0.001287
29151,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,6,16,3,2411.8364,2411.5191,-0.013156
29171,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,16,16,4,1380.6687,1380.6687,0.0
29180,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,DWELLING_LAYOUT_EMITTED_INTERZONE_MISMATCH_REROUTED,N,N,7,7,1,1561.9324,1561.9324,0.0
29198,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,N,N,5,5,2,251.3657,251.364,-0.000676
29201,IT-BOL-GALVANI2,DWELLING_LAYOUT_EMITTED_IMPUTED_COUNT,FALLBACK_PENDING_LAYOUT_MISSING_DWELLING_COUNT,N,Y,16,6,1,5503.8654,5503.8526,-0.000233
