Time,RELATION_12771675_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12771675_F0_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12771675_F0_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12771675_F0_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12771675_F0_WHOLE::Des Latent Heat Load [W],RELATION_12771675_F0_WHOLE::Des Latent Cool Load [W],RELATION_12771675_F0_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12771675_F0_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12771675_F0_WHOLE::Des Heat Load No DOAS [W],RELATION_12771675_F0_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12771675_F0_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12771675_F0_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12771675_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12771675_F0_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12771675_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12771675_F0_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],RELATION_12771675_F1_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12771675_F1_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12771675_F1_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12771675_F1_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12771675_F1_WHOLE::Des Latent Heat Load [W],RELATION_12771675_F1_WHOLE::Des Latent Cool Load [W],RELATION_12771675_F1_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12771675_F1_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12771675_F1_WHOLE::Des Heat Load No DOAS [W],RELATION_12771675_F1_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12771675_F1_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12771675_F1_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12771675_F1_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12771675_F1_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12771675_F1_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12771675_F1_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],RELATION_12771675_F2_WHOLE:ANNUALSIZINGPERIOD:Des Heat Load [W],RELATION_12771675_F2_WHOLE:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],RELATION_12771675_F2_WHOLE:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],RELATION_12771675_F2_WHOLE:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],RELATION_12771675_F2_WHOLE::Des Latent Heat Load [W],RELATION_12771675_F2_WHOLE::Des Latent Cool Load [W],RELATION_12771675_F2_WHOLE::Des Latent Heat Mass Flow [kg/s],RELATION_12771675_F2_WHOLE::Des Latent Cool Mass Flow [kg/s],RELATION_12771675_F2_WHOLE::Des Heat Load No DOAS [W],RELATION_12771675_F2_WHOLE::Des Sens Cool Load No DOAS [W],RELATION_12771675_F2_WHOLE::Des Latent Heat Load No DOAS [W],RELATION_12771675_F2_WHOLE::Des Latent Cool Load No DOAS [W],RELATION_12771675_F2_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],RELATION_12771675_F2_WHOLE:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],RELATION_12771675_F2_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],RELATION_12771675_F2_WHOLE:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
00:10:00,8.944882E+03,0.000000E+00,2.923204E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999137E+01,3.687445E+01,2.963348E+01,1.608333E+01,9.348378E+03,0.000000E+00,3.055059E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999129E+01,3.727040E+01,3.320748E+01,1.311422E+01,1.637002E+04,0.000000E+00,5.349615E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999058E+01,4.160995E+01,3.335826E+01,1.299778E+01
00:20:00,9.063745E+03,0.000000E+00,2.962035E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999140E+01,3.697804E+01,2.953730E+01,1.616550E+01,9.478888E+03,0.000000E+00,3.097696E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999132E+01,3.737692E+01,3.308644E+01,1.319925E+01,1.651174E+04,0.000000E+00,5.395906E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999063E+01,4.169016E+01,3.314940E+01,1.314722E+01
00:30:00,9.159000E+03,0.000000E+00,2.993153E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999143E+01,3.706286E+01,2.944336E+01,1.625025E+01,9.584850E+03,0.000000E+00,3.132312E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999135E+01,3.746427E+01,3.296805E+01,1.328624E+01,1.661768E+04,0.000000E+00,5.430507E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999067E+01,4.175142E+01,3.295128E+01,1.329383E+01
00:40:00,9.230324E+03,0.000000E+00,3.016452E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999145E+01,3.713130E+01,2.935077E+01,1.633579E+01,9.665896E+03,0.000000E+00,3.158788E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999137E+01,3.753499E+01,3.285126E+01,1.337379E+01,1.668730E+04,0.000000E+00,5.453240E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999070E+01,4.179794E+01,3.275967E+01,1.343842E+01
00:50:00,9.277514E+03,0.000000E+00,3.031865E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999146E+01,3.718776E+01,2.925867E+01,1.642240E+01,9.721805E+03,0.000000E+00,3.177050E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999138E+01,3.759366E+01,3.273498E+01,1.346231E+01,1.672023E+04,0.000000E+00,5.463987E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999071E+01,4.183533E+01,3.257113E+01,1.358308E+01
01:00:00,9.300351E+03,0.000000E+00,3.039322E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999146E+01,3.723604E+01,2.916659E+01,1.651052E+01,9.752332E+03,0.000000E+00,3.187019E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999138E+01,3.764413E+01,3.261863E+01,1.355224E+01,1.671610E+04,0.000000E+00,5.462625E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999071E+01,4.186761E+01,3.238425E+01,1.372886E+01
01:10:00,9.344999E+03,0.000000E+00,3.053914E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999146E+01,3.727868E+01,2.907484E+01,1.659977E+01,9.802649E+03,0.000000E+00,3.203464E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999138E+01,3.768898E+01,3.250254E+01,1.364330E+01,1.679844E+04,0.000000E+00,5.489535E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999071E+01,4.189695E+01,3.219928E+01,1.387553E+01
01:20:00,9.390080E+03,0.000000E+00,3.068647E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999145E+01,3.731484E+01,2.894263E+01,1.675375E+01,9.853313E+03,0.000000E+00,3.220021E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999137E+01,3.772739E+01,3.234473E+01,1.378815E+01,1.688163E+04,0.000000E+00,5.516722E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999070E+01,4.192238E+01,3.196708E+01,1.408259E+01
01:30:00,9.435378E+03,0.000000E+00,3.083450E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999143E+01,3.734469E+01,2.873729E+01,1.702475E+01,9.904099E+03,0.000000E+00,3.236618E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999135E+01,3.775952E+01,3.210871E+01,1.403264E+01,1.696519E+04,0.000000E+00,5.544028E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999068E+01,4.194395E+01,3.163912E+01,1.440800E+01
01:40:00,9.481002E+03,0.000000E+00,3.098359E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999142E+01,3.736937E+01,2.853372E+01,1.730891E+01,9.955136E+03,0.000000E+00,3.253296E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999134E+01,3.778655E+01,3.187738E+01,1.428616E+01,1.704932E+04,0.000000E+00,5.571522E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999066E+01,4.196256E+01,3.132509E+01,1.473816E+01
