osm_id,footprint_area_m2,levels,height_m,archetype_id,zoning_strategy,data_quality_flag,heating_eui_kwh_m2,cooling_eui_kwh_m2,lighting_eui_kwh_m2,equipment_eui_kwh_m2,total_eui_kwh_m2,gwp_heating_kgco2_m2,gwp_cooling_kgco2_m2,gwp_lighting_kgco2_m2,gwp_equipment_kgco2_m2,gwp_total_kgco2_m2,iod,simulation_status,error_summary,centroid_lon,centroid_lat
way/39335032,3831.2271972254916,4.0,14.0,Courthouse,perimeter_core,"generic_tag,no_floors,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",17.683851912363917,128.38854820348547,25.128960413448645,23.8276323920378,195.02899292133583,3.2007771961378686,26.642164414801677,5.214560833315556,4.944519652936548,40.00202209719165,0.02599331607970429,success,,-121.4886823698658,-9.573483892836588e-05
way/202905185,5032.130875357679,7.0,24.5,MidriseApartment,one_zone_per_floor,"no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",0.01663479246424583,109.33660666268325,43.93280595992905,45.15669450602692,198.44274192110348,0.0030108974360284957,22.688657921786728,9.116584430356797,9.370555990334658,41.17880923991421,0.0004914935047258662,success,,-121.48870375865874,-0.00011564762572488247
way/205862199,1577.5595894213461,2.0,7.0,MediumOffice,perimeter_core,"generic_tag,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",20.301124956583433,108.12105655047688,33.79845119987398,37.15729279986146,199.37792550679575,3.674503617141601,22.436416686902557,7.013584205388249,7.710584143484851,40.83508865291726,0.022894108239730905,success,,-121.48869582581172,4.04026080512524e-06
way/219011063,274.1878424965854,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_function,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",20.84072334992045,88.2783267696637,33.798451199999995,23.413238399999997,166.33073971958416,3.772170926335601,18.318812144626456,7.013584205414399,4.858527926860799,33.96309520323726,0.00024708370887446536,success,,-121.48874388439707,5.283607797935973e-12
way/262726265,102.22127047896336,1.0,3.5,SmallOffice,single_zone,"generic_tag,no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",29.158921507559217,84.89331919381021,33.7984512,23.413238400000004,171.26393030136944,5.2777647928682185,17.616382452545945,7.013584205414401,4.858527926860801,34.766259377689366,0.0003294965307742542,success,,-121.48873815682269,-2.2936675790574698e-07
way/264685255,244.54948841745406,1.0,3.5,OpenUBEMUnknown,single_zone,"no_floors,no_height,no_year|VINTAGE_NAN_PERMISSIVE_DEFAULT",12.312879246437042,106.99762850997641,49.5570086424473,82.9084577974533,251.77597419631405,2.2286311436051047,22.203291887362223,10.283673977411524,17.20449989446513,51.92009690284398,0.0016627812067460123,success,,-121.48874388335315,-1.634558281376554e-08
way/319507579,2306.358629354024,13.0,45.5,PrimarySchool,perimeter_core,,10.744157531688634,137.5475607182563,37.44015708258351,48.92243233211709,234.65430766464553,1.9446925132356427,28.542769419766802,7.769281876521069,10.151991778102282,48.4087355876258,0.05172024825025429,success,,-121.48876775180062,2.67615556605668e-05
way/401698800,4603.543640868807,10.0,35.0,Courthouse,perimeter_core,"generic_tag,no_height",10.1325264638857,120.99493774009129,25.128959999856043,23.827631999863495,180.08405620369652,1.8339872899633116,25.107901520321825,5.214560747490127,4.944519571555674,37.100969129330934,0.007316626448263925,success,,-121.48874388433408,1.5756571618316667e-10
way/423024468,903.5350323711664,2.0,7.0,RetailStandalone,perimeter_core,no_floors,15.34227632872393,166.50505847297478,84.60737630462356,60.075769204520505,326.5304803108428,2.776952015499031,34.551797693843945,17.557045871725045,12.466443019168459,67.35223860023648,0.07593353562541431,success,,-121.48878849244558,3.2857446753554887e-05
way/425993506,10775.362239251097,13.0,45.5,Courthouse,single_zone,single_zone_repair,4.650789267545828,13.774209353882538,1.932996923076923,1.832894769230769,22.19089031373606,0.8417928574257948,2.8583137314428733,0.40112005750153845,0.3803476593526154,4.481574305722822,0.019279599653337698,success,,-121.4887338644741,0.0001976680313540536
