Time,BLOCK LARGEOFFICE STOREY 0:ANNUALSIZINGPERIOD:Des Heat Load [W],BLOCK LARGEOFFICE STOREY 0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],BLOCK LARGEOFFICE STOREY 0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],BLOCK LARGEOFFICE STOREY 0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],BLOCK LARGEOFFICE STOREY 0::Des Latent Heat Load [W],BLOCK LARGEOFFICE STOREY 0::Des Latent Cool Load [W],BLOCK LARGEOFFICE STOREY 0::Des Latent Heat Mass Flow [kg/s],BLOCK LARGEOFFICE STOREY 0::Des Latent Cool Mass Flow [kg/s],BLOCK LARGEOFFICE STOREY 0::Des Heat Load No DOAS [W],BLOCK LARGEOFFICE STOREY 0::Des Sens Cool Load No DOAS [W],BLOCK LARGEOFFICE STOREY 0::Des Latent Heat Load No DOAS [W],BLOCK LARGEOFFICE STOREY 0::Des Latent Cool Load No DOAS [W],BLOCK LARGEOFFICE STOREY 0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],BLOCK LARGEOFFICE STOREY 0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],BLOCK LARGEOFFICE STOREY 0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],BLOCK LARGEOFFICE STOREY 0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
18:40:00,3.395614E+03,1.577170E+04,1.148345E-01,1.381138E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100205E+01,6.342897E+01,2.399861E+01,4.339523E+01
18:50:00,3.412798E+03,1.579647E+04,1.154157E-01,1.383307E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100210E+01,6.360772E+01,2.399862E+01,4.339254E+01
19:00:00,3.438990E+03,1.581034E+04,1.163017E-01,1.384522E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100215E+01,6.377116E+01,2.399862E+01,4.339094E+01
19:10:00,3.473331E+03,1.581309E+04,1.174633E-01,1.384762E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100221E+01,6.391849E+01,2.399862E+01,4.339047E+01
19:20:00,3.515116E+03,1.580453E+04,1.188766E-01,1.384011E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100226E+01,6.404908E+01,2.399862E+01,4.339114E+01
19:30:00,3.563417E+03,1.578451E+04,1.205103E-01,1.382258E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100232E+01,6.416239E+01,2.399863E+01,4.339295E+01
19:40:00,3.617373E+03,1.575295E+04,1.223352E-01,1.379494E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100238E+01,6.425817E+01,2.399863E+01,4.339591E+01
19:50:00,3.676208E+03,1.570984E+04,1.243252E-01,1.375719E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100244E+01,6.433641E+01,2.399863E+01,4.340004E+01
20:00:00,3.739195E+03,1.565537E+04,1.264556E-01,1.370948E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100249E+01,6.439725E+01,2.399863E+01,4.340533E+01
20:10:00,3.805660E+03,1.558967E+04,1.287036E-01,1.365195E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100255E+01,6.444096E+01,2.399864E+01,4.341179E+01
20:20:00,3.874816E+03,1.551297E+04,1.310426E-01,1.358478E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100260E+01,6.446796E+01,2.399864E+01,4.341942E+01
20:30:00,3.946153E+03,1.542560E+04,1.334555E-01,1.350826E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100266E+01,6.447879E+01,2.399864E+01,4.342822E+01
20:40:00,4.019172E+03,1.532783E+04,1.359252E-01,1.342265E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100271E+01,6.447412E+01,2.399864E+01,4.343818E+01
20:50:00,4.093371E+03,1.522023E+04,1.384348E-01,1.332842E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100275E+01,6.445468E+01,2.399864E+01,4.344931E+01
21:00:00,4.168286E+03,1.510344E+04,1.409686E-01,1.322614E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100280E+01,6.442135E+01,2.399864E+01,4.346159E+01
21:10:00,4.243488E+03,1.497811E+04,1.435121E-01,1.311639E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100284E+01,6.437503E+01,2.399865E+01,4.347496E+01
21:20:00,4.318587E+03,1.484499E+04,1.460521E-01,1.299982E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100288E+01,6.431671E+01,2.399865E+01,4.348940E+01
21:30:00,4.393233E+03,1.470488E+04,1.485768E-01,1.287712E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100291E+01,6.424738E+01,2.399865E+01,4.350486E+01
21:40:00,4.467113E+03,1.455871E+04,1.510756E-01,1.274912E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100294E+01,6.416808E+01,2.399865E+01,4.352130E+01
21:50:00,4.539958E+03,1.440724E+04,1.535394E-01,1.261647E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100297E+01,6.407987E+01,2.399865E+01,4.353868E+01
22:00:00,4.611535E+03,1.425122E+04,1.559603E-01,1.247985E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100300E+01,6.398376E+01,2.399865E+01,4.355696E+01
22:10:00,4.681465E+03,1.409142E+04,1.583254E-01,1.233991E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100302E+01,6.388077E+01,2.399865E+01,4.357608E+01
22:20:00,4.749698E+03,1.392856E+04,1.606332E-01,1.219729E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100303E+01,6.377205E+01,2.399865E+01,4.359601E+01
22:30:00,4.816176E+03,1.376332E+04,1.628816E-01,1.205259E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100305E+01,6.365852E+01,2.399865E+01,4.361670E+01
22:40:00,4.880818E+03,1.359633E+04,1.650679E-01,1.190636E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100306E+01,6.354103E+01,2.399865E+01,4.363811E+01
22:50:00,4.943572E+03,1.342819E+04,1.671903E-01,1.175912E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100307E+01,6.342038E+01,2.399864E+01,4.366018E+01
23:00:00,5.004402E+03,1.325944E+04,1.692476E-01,1.161134E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100307E+01,6.329732E+01,2.399864E+01,4.368290E+01
23:10:00,5.063473E+03,1.309056E+04,1.712454E-01,1.146345E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100308E+01,6.317258E+01,2.399864E+01,4.370621E+01
23:20:00,5.120657E+03,1.292199E+04,1.731794E-01,1.131584E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100308E+01,6.304681E+01,2.399864E+01,4.373006E+01
23:30:00,5.175871E+03,1.275413E+04,1.750468E-01,1.116884E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100308E+01,6.292062E+01,2.399864E+01,4.375444E+01
23:40:00,5.229078E+03,1.258731E+04,1.768462E-01,1.102276E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100308E+01,6.279460E+01,2.399864E+01,4.377931E+01
23:50:00,5.280239E+03,1.242183E+04,1.785765E-01,1.087785E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100307E+01,6.266926E+01,2.399864E+01,4.380462E+01
24:00:00,5.329324E+03,1.225792E+04,1.802365E-01,1.073431E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.100307E+01,6.254509E+01,2.399864E+01,4.383036E+01
Peak,1.144761E+04,1.581309E+04,3.871491E-01,1.384762E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,3.292407E-01,1.177634E+00,,,0.000000E+00,0.000000E+00,,,,,,,,
