Date/Time,BATIMENT0000000240877527_PART0_F0_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877527_PART0_F1_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877527_PART0_F2_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877527_PART0_F3_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly),BATIMENT0000000240877527_PART0_F4_WHOLE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](Hourly) 
 01/02  23:00:00,11959674.607743606,10938337.963810463,10935284.537838455,11972098.728051607,21756744.993282225 
 01/02  24:00:00,12598542.508951835,11608036.080864377,11615119.692589708,12691870.994299382,22940912.379072487 
 01/03  01:00:00,13293883.310679853,12337327.87076958,12355173.78946354,13479686.917555638,24332242.454030234 
 01/03  02:00:00,13337861.643141009,12432829.739270974,12504340.155192701,13730981.902103739,25212836.08250691 
 01/03  03:00:00,13681420.334604075,12806836.259159531,12901612.297411226,14185104.411375355,26113825.848794304 
 01/03  04:00:00,14000073.591676058,13148445.486506762,13256009.912253048,14576811.897336047,26815703.516405232 
 01/03  05:00:00,14203557.462511428,13370878.0466653,13489336.916655881,14840711.657285184,27302461.271133374 
 01/03  06:00:00,14278790.770082772,13458734.80026703,13585527.405133283,14960213.682498854,27569882.109551325 
 01/03  07:00:00,14363439.02333267,13552859.114052275,13687107.400609136,15085617.556404375,27849434.994330056 
 01/03  08:00:00,14439117.96840048,13638603.131975137,13779325.947586022,15196614.935729347,28081120.43973748 
 01/03  09:00:00,14537286.432795651,13748360.45738737,13895210.426912304,15327653.927221105,28309978.10076207 
 01/03  10:00:00,14459884.60719195,13675988.874901004,13821956.102048881,15252356.032590117,28200264.40089741 
 01/03  11:00:00,14092252.819423493,13280955.614248935,13394199.30542992,14762079.443185236,27498095.436187353 
 01/03  12:00:00,13458573.12337258,12573657.32509644,12601573.405742293,13822263.08741815,26217131.727774516 
 01/03  13:00:00,12704506.868552601,11754015.930827694,11641929.08789666,12687703.804047864,25021053.997264672 
 01/03  14:00:00,12150564.9342013,11190497.741219968,11003645.628972525,11887414.822274663,23936305.044921115 
 01/03  15:00:00,11738893.046199674,10781162.920940254,10631361.327351779,11269774.13926154,22880473.685606122 
 01/03  16:00:00,11361238.081085294,10425143.116978265,10399502.207446747,11055195.744298585,21811443.041200906 
 01/03  17:00:00,11463882.042865079,10548855.286224429,10599148.701447727,11787586.126808926,23485843.87442796 
 01/03  18:00:00,12859985.763092883,12018741.795384996,12156403.836694041,13623689.894368898,27810769.688301682 
 01/03  19:00:00,14293717.976738628,13495900.659162968,13663925.276754167,15251553.092182996,30709370.10424644 
 01/03  20:00:00,14591239.115241438,13818491.29165954,14006207.60511211,15657415.174881335,31526619.633294165 
 01/03  21:00:00,15149696.685358997,14406856.993129779,14614258.76046686,16328226.668588629,32706065.85016952 
 01/03  22:00:00,15862865.64074269,15156595.85333234,15384649.767838987,17167853.861503124,34208709.7247731 
 01/03  23:00:00,16032007.568555148,15347951.17760914,15595101.607321415,17443090.55282136,35005067.316679545 
 01/03  24:00:00,16689092.513016962,16033599.577924712,16307119.052360527,18265523.27529949,37002613.26729383 
 01/04  01:00:00,17707567.900362995,17078001.056198888,17365658.610124733,19399320.24387341,38943042.46194745 
 01/04  02:00:00,18481584.601260744,17868855.208216988,18156441.976263907,20211578.886802766,39919077.158023134 
 01/04  03:00:00,19092828.46461411,18482939.71834241,18745820.60152718,20718285.940375417,39284068.889862314 
 01/04  04:00:00,19438541.504602984,18826200.43311872,19065274.992052667,20959514.74451428,38581599.97133225 
 01/04  05:00:00,19684787.314122684,19082713.649145015,19320018.856234048,21216960.52498889,38930899.743993826 
 01/04  06:00:00,19995655.37933041,19417262.912732296,19660251.91599969,21566181.127447173,39414119.40359385 
 01/04  07:00:00,20306687.01615273,19752254.18506392,20000991.81103413,21916153.188946735,39906108.207472414 
 01/04  08:00:00,20324392.513363097,19780185.772002265,20029379.909955695,21944558.532822408,39908962.439571984 
 01/04  09:00:00,20332370.056647487,19796379.962585144,20045005.769204,21952066.867820814,39868145.9712926 
 01/04  10:00:00,20280599.202072244,19741109.491626605,19970468.98897918,21837413.935027603,39669604.880689144 
 01/04  11:00:00,19203839.13131462,18593315.360800955,18742214.171582628,20434303.286118273,37494038.198365465 
 01/04  12:00:00,17571597.771525066,16843231.270457797,16811772.85897899,18161193.823763724,34037409.33355828 
 01/04  13:00:00,15572809.218337074,14705533.006745266,14266575.991474835,15169844.596278057,29622285.058796216 
 01/04  14:00:00,13876613.24212125,12939339.624962473,12475980.79298221,13131903.971138278,26153279.940127276 
 01/04  15:00:00,12716682.733415708,11755054.096935734,11454417.292835955,11910175.239549479,23680734.712658074 
 01/04  16:00:00,12027700.721275598,11072148.24859369,10936878.760970011,11512470.71393864,21836159.30255366 
 01/04  17:00:00,11839852.687141953,10924228.691913357,10883234.04061631,11893746.212906849,22003257.58983885 
 01/04  18:00:00,12439270.028919071,11593732.286041828,11647132.074387763,12884015.838662168,24596973.544023324 
 01/04  19:00:00,13103045.517676255,12273248.844031934,12347124.249220148,13632105.357796323,25731075.276303343 
 01/04  20:00:00,13524986.333791723,12708455.281952249,12798338.00583146,14118458.278606746,26461012.410921536 
 01/04  21:00:00,13428028.957437303,12613523.872520566,12714606.847731244,14051580.086735848,26356584.2772314 
 01/04  22:00:00,13463959.122876914,12645794.424095865,12754876.185753852,14109563.694984859,26483049.780452717 
 01/04  23:00:00,13352932.986232122,12537953.572961653,12655692.267385747,14021775.681586508,26338701.003745258 
 01/04  24:00:00,13158342.751924675,12341122.135583729,12463687.468919177,13827671.849165581,25980074.300015237 
 01/05  01:00:00,13462548.188596062,12645529.104528489,12773639.67602147,14157716.777764931,26537559.61103615 
 01/05  02:00:00,13566831.63419485,12750881.41896471,12883606.36670843,14286934.515760332,26806755.74730152 
 01/05  03:00:00,13462339.823007938,12641095.359527472,12775512.521788796,14182533.235846933,26688044.092026368 
 01/05  04:00:00,13515720.562188528,12690795.033936055,12826806.371668015,14243806.691251982,26830040.839467663 
 01/05  05:00:00,13499385.67644706,12674991.166312622,12813611.169803236,14236558.693446364,26812073.689997416 
 01/05  06:00:00,13451190.598003238,12627128.778918482,12767968.180085994,14191151.205477,26720267.392997496 
 01/05  07:00:00,13445808.980303437,12620280.8361632,12761918.876169652,14187091.077486929,26710791.314187907 
 01/05  08:00:00,13500180.694850242,12670507.903825045,12811365.726147626,14239784.3660613,26806283.335820552 
 01/05  09:00:00,13351915.649679078,12519159.78390584,12659222.987216499,14082610.510652369,26529270.897217717 
 01/05  10:00:00,13054249.42521737,12211287.855092254,12344794.383438217,13745350.105031118,25961144.40605466 
 01/05  11:00:00,12599359.287978213,11725586.22613628,11832199.714837566,13173916.454207672,25053880.266427126 
 01/05  12:00:00,11681746.914005432,10760031.83812272,10828086.322182884,12077586.809372207,23333092.24771289 
 01/05  13:00:00,10844668.978620123,9897059.27573118,9948802.284681547,11132635.820471078,21729438.054610673 
 01/05  14:00:00,9965783.690893712,8971959.210620837,8985552.781292789,10067214.751005946,19972791.982754417 
 01/05  15:00:00,9226877.813749181,8211494.0179766,8216685.955292415,9266980.117705071,19001931.323080447 
 01/05  16:00:00,8810455.512507135,7797311.974128805,7825138.803563166,8916712.711335588,18921104.324975006 
 01/05  17:00:00,8683351.794310782,7674569.765332258,7726105.356079116,8859585.108143903,18841094.941966653 
 01/05  18:00:00,9558360.469566392,8600227.290655242,8713525.229105338,9986487.840075636,20787843.58031985 
 01/05  19:00:00,10361508.410102699,9424529.745640725,9553628.615790443,10885387.808954244,22382677.844064277 
 01/05  20:00:00,10814252.459897911,9893582.026279088,10036527.35424647,11419788.71435538,23469222.047516976 
 01/05  21:00:00,11167699.149460064,10258349.267140713,10410626.714862026,11827983.304240085,24182302.030194048 
 01/05  22:00:00,11264612.710596604,10361015.65258873,10514039.797057603,11928083.638025787,24108841.127821304 
 01/05  23:00:00,11279871.02740048,10373511.598967455,10521030.368206881,11909543.298103135,23695747.450549826 
 01/05  24:00:00,11320061.126488565,10408656.377305308,10543649.743142359,11877749.004483981,22999469.331305776 
 01/06  01:00:00,11388870.84462747,10476062.067731444,10602721.467857245,11900028.079264825,22647047.895796835 
 01/06  02:00:00,11578792.205270067,10671834.08067595,10798950.09163727,12095908.955208967,22915626.258879907 
 01/06  03:00:00,11818700.40713048,10919358.854068557,11048268.697793728,12352004.298491033,23311717.588653427 
 01/06  04:00:00,11886280.444721,10998627.92163426,11137430.118772991,12477834.841929572,23903255.146936186 
 01/06  05:00:00,11910785.95817109,11024627.224153312,11164509.198874516,12507594.584710483,23892846.728019312 
 01/06  06:00:00,12019358.48666073,11131132.022026118,11263360.180633016,12579393.457448522,23706306.026681617 
 01/06  07:00:00,11945722.979874736,11057183.749180209,11188524.482141368,12503014.324457103,23595598.553215254 
 01/06  08:00:00,11971375.32207788,11078869.243000792,11208599.572972035,12522109.077751184,23641649.364328057 
 01/06  09:00:00,11943589.00628939,11052051.773163578,11180730.92313671,12492132.371822346,23590013.258062653 
 01/06  10:00:00,11863390.809756152,10960493.480528247,11075576.918872807,12360533.888642278,23387886.10428363 
 01/06  11:00:00,11494280.13762164,10540670.077057023,10599010.090169353,11785789.052715654,22597540.96270398 
 01/06  12:00:00,10884849.336047828,9855459.114396844,9821506.61621942,10846672.664157692,21338079.90055977 
 01/06  13:00:00,10438115.83100544,9351858.933364326,9201306.710274598,10075613.841212811,20321531.686482992 
 01/06  14:00:00,10030690.664923789,8905142.446202392,8658039.690555694,9346263.824682966,19214170.601291325 
 01/06  15:00:00,9823352.502222069,8687769.543547373,8481615.884511227,9054129.110237375,18558497.990927402 
 01/06  16:00:00,9980190.83751999,8865569.144133061,8754420.117835429,9472547.419404639,18800928.1575263 
 01/06  17:00:00,10363104.771096367,9297076.705649672,9256586.299364522,10230742.19788643,19906316.609802686 
 01/06  18:00:00,11026233.05693024,10030362.033971708,10070428.981592374,11211377.881543325,21666093.67982349 
 01/06  19:00:00,11727399.145559674,10761322.806348324,10828288.919548066,12062537.954289116,23483472.905138988 
 01/06  20:00:00,12655150.650541171,11727171.127552873,11821943.666767428,13153887.435718816,25602964.717927642 
 01/06  21:00:00,13313378.469622355,12417442.604050774,12530063.419020914,13917309.697545212,26866780.49156394 
 01/06  22:00:00,13740611.337254977,12876844.248984966,13018220.834068362,14511106.435675925,28546916.437710032 
 01/06  23:00:00,14298552.091737295,13469205.50679417,13638380.483683756,15230661.019703655,30262420.67763231 
 01/06  24:00:00,14378508.132915396,13579511.580605097,13767751.818522995,15409720.874719718,30784867.259665012 
 01/07  01:00:00,13687053.098602748,12901000.588334745,13105215.560158124,14775653.777529042,30100201.641815685 
 01/07  02:00:00,13603865.514325684,12824093.917948673,13037724.1727295,14731043.770194363,30127550.12910223 
 01/07  03:00:00,13743430.808571508,12979942.873087347,13203491.596170492,14923521.980792172,30482052.95665339 
 01/07  04:00:00,13683604.447725961,12929869.131148322,13158672.177926758,14882733.270934828,30296799.7586024 
 01/07  05:00:00,13785315.482450243,13041725.691737259,13271034.673160719,14983952.833729126,30178768.198466152 
 01/07  06:00:00,13939118.123843385,13207849.911495447,13439550.737200512,15151353.150413327,30329119.655987356 
 01/07  07:00:00,13829260.156077337,13104115.893499302,13334903.281545222,15030522.35937683,29911431.59772937 
 01/07  08:00:00,13579533.375009079,12850481.473813755,13073601.42602347,14728995.490472624,29080442.979505196 
 01/07  09:00:00,13618750.553143805,12887458.470299812,13101946.548542526,14723116.746078555,28724818.317789428 
 01/07  10:00:00,13304785.730745781,12562584.242590483,12756607.678156052,14309516.907302197,27883143.698419817 
 01/07  11:00:00,11947195.274587072,11159941.857641593,11286758.820683772,12473843.991698183,24910658.507998273 
 01/07  12:00:00,10188609.673588738,9329156.336202445,9122476.976937829,9743077.98309337,20598635.721080586 
 01/07  13:00:00,8739974.24255075,7796189.425631594,7201351.115604666,7675251.105891416,17135440.762745302 
 01/07  14:00:00,7769747.677557923,6792548.57346403,6084224.290623443,6014767.13487639,14093245.109638868 
 01/07  15:00:00,7216347.341535555,6247111.621017268,5804466.017616717,5357702.138769153,12481782.14855783 
 01/07  16:00:00,7267383.086428061,6290609.729593895,6160290.422714593,6226024.641395,12805910.568746323 
 01/07  17:00:00,7785042.161432588,6771523.870108635,6683068.714189343,7366267.396649616,14869105.904421382 
 01/07  18:00:00,8688081.738916652,7682236.53426279,7643713.053532554,8501073.51091843,17262668.615472347 
 01/07  19:00:00,9315003.043548679,8323285.687920595,8312731.046076973,9254854.393531019,18636481.450732306 
 01/07  20:00:00,9624087.013616744,8636741.806054667,8638309.012141164,9601454.778356131,18861660.033991504 
 01/07  21:00:00,9391588.739474688,8404893.177609036,8422271.210212562,9419227.24268377,18773323.68895943 
 01/07  22:00:00,9071056.317046972,8085648.66649214,8124949.197221458,9181149.590782681,18857849.72997493 
 01/07  23:00:00,9042895.137955137,8055648.6784849595,8105358.058963446,9182955.040373988,18863831.385828406 
 01/07  24:00:00,9317105.835153682,8331144.515894357,8385285.693353653,9466637.66262491,18984771.14762238 
 01/08  01:00:00,9293847.930307727,8303831.000711024,8353370.873894766,9397912.734682977,18349032.848883864 
 01/08  02:00:00,9207950.958603835,8211978.465291384,8259723.460433021,9284832.764505925,17945568.842798542 
 01/08  03:00:00,9190367.286171123,8194841.449216966,8246090.204150125,9273725.637719953,17889423.76297193 
 01/08  04:00:00,9196791.518768622,8200122.389260085,8253897.374382129,9280825.331774661,17854945.25725706 
 01/08  05:00:00,9306640.285617167,8311583.272895997,8367843.52472791,9398009.41390261,17997033.592539623 
 01/08  06:00:00,9561466.755769785,8574727.05453766,8639146.487013848,9699388.192546234,18656902.106085822 
 01/08  07:00:00,9897539.63939259,8919002.771889232,8988855.543025948,10069624.34103439,19221229.060880702 
 01/08  08:00:00,10043777.700901331,9069415.332726954,9138541.808412896,10212708.87146399,19288423.93372807 
 01/08  09:00:00,10380359.11553602,9409126.777361456,9471378.227063587,10550829.870566666,19847663.47005728 
 01/08  10:00:00,10792608.076116322,9826508.74220142,9880066.880899262,10961434.430222496,20528766.529709004 
 01/08  11:00:00,10066287.069655541,9086916.585024914,9127246.03267256,10157515.123546667,19380043.367631692 
 01/08  12:00:00,9173126.833377186,8141117.9461458335,8114612.754560124,9003821.061852133,17707153.343708076 
 01/08  13:00:00,8530913.542968165,7471033.6715695355,7389657.332970808,8209567.578612529,16729673.844828498 
 01/08  14:00:00,8187494.417503742,7106041.578799814,6960755.954431256,7644619.051700434,15789145.52813134 
 01/08  15:00:00,7883409.234329784,6773833.613854021,6601904.311939856,7054180.243324777,14603408.445522891 
 01/08  16:00:00,8151022.367601652,7048631.803924952,6987572.483343165,7741600.458420241,15611028.325256892 
 01/08  17:00:00,8288779.767667908,7205251.636146234,7175994.84187669,8013694.794007112,15695329.727804514 
 01/08  18:00:00,8617003.845183894,7565507.752275031,7586514.286857454,8547331.0968999,16948103.27942063 
 01/08  19:00:00,8814526.704638992,7769923.846536131,7798834.882521071,8777246.644050118,17226270.65179903 
 01/08  20:00:00,9177396.369602703,8139643.177473269,8170464.708956145,9150392.261181021,17596030.798680563 
 01/08  21:00:00,9654956.191882329,8632670.513260022,8671833.920647591,9680847.011213377,18435411.830854956 
 01/08  22:00:00,9971844.81566595,8970333.775273269,9027267.052560737,10100052.701927489,19520639.01571702 
 01/08  23:00:00,10202904.571755363,9218632.780579047,9292305.594520213,10423269.177387627,20418012.415193524 
 01/08  24:00:00,10529943.763465356,9560704.081116708,9643060.691718312,10804768.66614645,21066298.010110416 
 01/09  01:00:00,10734609.87380774,9787861.166293496,9890716.742428396,11126291.07311905,22131459.65362215 
 01/09  02:00:00,11031182.403383272,10110980.123533066,10245426.345486877,11598601.300245805,23831610.361356147 
 01/09  03:00:00,12208990.975795053,11325991.869668357,11487009.78634746,12954496.916286033,26466400.52420704 
 01/09  04:00:00,13378964.383573683,12538587.637078237,12722082.322571808,14285515.694056166,28861558.027838998 
 01/09  05:00:00,14285544.164183248,13489134.674959067,13705394.062790662,15406176.929430593,31508302.121261388 
 01/09  06:00:00,15491847.985966131,14745443.083536524,14996270.850155216,16847489.932155818,34654436.64264661 
 01/09  07:00:00,16461812.791802369,15759837.84232679,16034850.571693564,17990384.81345681,36879174.503459044 
 01/09  08:00:00,16866838.58447197,16190848.401173031,16473284.74273266,18457957.384024214,37388342.51004998 
 01/09  09:00:00,17066376.287430383,16406154.42769126,16673035.505760064,18587215.6632038,36457268.64690595 
 01/09  10:00:00,16772808.280093646,16107044.705874635,16335113.562486231,18121074.114279885,34725035.18973854 
 01/09  11:00:00,15331133.275126971,14608025.352818629,14759079.928067403,16288049.57893544,31754086.357828647 
 01/09  12:00:00,13590334.78260436,12779429.088335415,12636932.908974621,13645583.816235295,28399829.09431548 
 01/09  13:00:00,12255027.61516042,11354920.801098373,10729465.899721019,11504010.069791004,25450972.879686013 
 01/09  14:00:00,11624907.137759242,10706144.622821901,10263024.81678509,10924149.710608186,23532225.979087953 
 01/09  15:00:00,12607370.295810368,11739148.514055979,11499750.162343808,12037424.441207407,24750948.91870461 
 01/09  16:00:00,15685646.521571007,14912848.558910433,14920391.756994182,16292842.140963554,31096554.41863121 
 01/09  17:00:00,13997071.429624684,13231853.770281125,13289784.460225366,14624407.018925983,27919212.72179537 
 01/09  18:00:00,14347832.234461596,13620285.549044227,13753084.916969791,15310745.48154373,30524184.130221363 
 01/09  19:00:00,14863270.225842481,14159134.718502155,14325196.43249491,15975000.702061713,31988637.684833013 
 01/09  20:00:00,15386212.159889033,14703857.757839035,14891320.057469584,16594897.228140684,32999487.032700434 
 01/09  21:00:00,15893851.336032052,15232099.955481704,15439536.901745383,17198597.54296545,34038602.61975835 
 01/09  22:00:00,15963575.712507386,15310411.482136738,15529755.50492144,17315205.677584935,34175309.88389679 
 01/09  23:00:00,15999528.74076643,15352427.250057962,15574804.835440783,17344233.97342129,33772460.07727946 
 01/09  24:00:00,16333784.376916606,15709894.198129259,15940139.250991926,17716016.047421746,34205363.759178035 
 01/10  01:00:00,16650690.603922162,16043855.981342789,16279941.089731919,18066089.456335496,34583547.30412298 
 01/10  02:00:00,16885273.165375285,16294690.352789512,16535475.23812381,18325130.56851505,34889914.62821819 
 01/10  03:00:00,17021390.156741478,16441101.069647651,16686337.874944188,18477924.690865383,34959760.471843205 
 01/10  04:00:00,17382738.521591716,16810129.812499113,17055854.393946752,18839929.53053855,35232808.448705204 
 01/10  05:00:00,17764262.258372754,17203497.820965365,17454408.859212108,19253667.172878243,35841863.840772904 
 01/10  06:00:00,18107191.143039353,17566091.986111164,17834487.675652035,19699796.05381896,37089599.334461436 
 01/10  07:00:00,18870508.575810794,18348075.43019088,18632665.17929935,20575798.08231494,38953099.31104642 
 01/10  08:00:00,18892623.429051895,18358372.87238969,18628212.357807923,20525200.834526986,38204566.636781156 
 01/10  09:00:00,19795005.089243367,19258383.631143447,19511439.920769937,21390245.104802143,39054398.419056565 
 01/10  10:00:00,20499160.34763374,19971900.663508043,20214407.844162486,22137134.86042714,41170883.52550907 
 01/10  11:00:00,18472199.41592131,17845087.464150984,17986788.424055018,19604704.589292727,38482893.40762474 
 01/10  12:00:00,15798439.466975555,15045158.938761387,14841145.58655695,15899999.55324161,33488855.459201824 
 01/10  13:00:00,14024040.698422533,13147788.27697282,12295660.101595884,12924644.665639386,28331565.312307317 
 01/10  14:00:00,13151367.291435933,12248113.61909087,11227886.525530204,11054080.974191522,23909867.655326083 
 01/10  15:00:00,12793541.817591107,11960999.304026525,11355653.424572986,10809645.997229569,23813591.536084317 
 01/10  16:00:00,12847149.96236677,12023355.302143052,11901188.28142009,12468684.425403448,26358907.704155535 
 01/10  17:00:00,13208814.30423018,12389638.00336187,12343021.479336742,13526945.701837886,27406537.16954328 
 01/10  18:00:00,13830600.975337286,13055764.14499826,13080997.480108185,14379489.68874564,28082010.303596552 
 01/10  19:00:00,14292609.644188384,13528234.008021213,13576530.703198701,14905666.858896118,28513269.923714455 
 01/10  20:00:00,14714093.152042579,13966529.677660381,14040634.69901026,15418575.811911784,29222621.149237793 
 01/10  21:00:00,14961867.802777445,14228228.987210007,14323292.242170472,15738519.374887198,29649131.77415862 
 01/10  22:00:00,15250491.006162928,14532114.677916378,14646216.064424478,16094836.617817076,30130466.481519483 
 01/10  23:00:00,15497820.89336381,14793720.903382253,14923374.82214785,16400390.090901673,30549919.63734509 
 01/10  24:00:00,15368458.682270134,14669752.974185362,14812336.775987893,16305964.280635413,30375488.827366553 
 01/11  01:00:00,15964150.984305395,15283010.89247932,15447610.772262411,17015608.756891094,31884131.86035142 
 01/11  02:00:00,16592610.947750814,15933188.941136995,16112725.090771083,17724375.33215154,32970382.883878753 
 01/11  03:00:00,16998371.39337453,16350101.078934245,16532760.757066946,18146552.00892187,33346713.02652382 
 01/11  04:00:00,16883950.727983672,16244869.615165519,16435267.343273211,18059867.255409304,33204922.17013872 
 01/11  05:00:00,16663912.891294874,16019644.08382166,16212650.770496266,17836313.538660724,32856056.51702649 
 01/11  06:00:00,17397728.242598437,16772542.053547038,16974563.473975886,18636367.180991806,34138718.97896727 
 01/11  07:00:00,17667640.88893415,17062276.088883534,17272920.05244463,18954986.538983785,34636180.8370673 
 01/11  08:00:00,17705228.042616416,17106989.827722866,17321449.11155653,19007873.5822104,34695789.56330128 
 01/11  09:00:00,17897684.87297803,17318434.283822663,17544994.84194203,19273565.29475586,35503725.472390585 
 01/11  10:00:00,17171609.84659019,16576526.534526426,16788428.402701832,18484919.068672035,34542325.651001535 
 01/11  11:00:00,15512316.087281518,14837332.547647828,14973330.867144862,16462587.799591865,30974212.45168411 
 01/11  12:00:00,14262730.513925169,13509239.535088133,13569029.664189469,14881427.744924277,28247625.343500894 
 01/11  13:00:00,13642038.486461762,12835841.935419265,12867743.493275112,14144567.049057247,27101250.241439562 
 01/11  14:00:00,14209311.968279365,13435557.445187608,13523950.433275603,14894420.922596078,27946478.57335744 
