Time,504FA19567BBC2B7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],504FA19567BBC2B7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],504FA19567BBC2B7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],504FA19567BBC2B7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],504FA19567BBC2B7_F0_DWELLING_0::Des Latent Heat Load [W],504FA19567BBC2B7_F0_DWELLING_0::Des Latent Cool Load [W],504FA19567BBC2B7_F0_DWELLING_0::Des Latent Heat Mass Flow [kg/s],504FA19567BBC2B7_F0_DWELLING_0::Des Latent Cool Mass Flow [kg/s],504FA19567BBC2B7_F0_DWELLING_0::Des Heat Load No DOAS [W],504FA19567BBC2B7_F0_DWELLING_0::Des Sens Cool Load No DOAS [W],504FA19567BBC2B7_F0_DWELLING_0::Des Latent Heat Load No DOAS [W],504FA19567BBC2B7_F0_DWELLING_0::Des Latent Cool Load No DOAS [W],504FA19567BBC2B7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],504FA19567BBC2B7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],504FA19567BBC2B7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],504FA19567BBC2B7_F0_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],504FA19567BBC2B7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],504FA19567BBC2B7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],504FA19567BBC2B7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],504FA19567BBC2B7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],504FA19567BBC2B7_F1_DWELLING_0::Des Latent Heat Load [W],504FA19567BBC2B7_F1_DWELLING_0::Des Latent Cool Load [W],504FA19567BBC2B7_F1_DWELLING_0::Des Latent Heat Mass Flow [kg/s],504FA19567BBC2B7_F1_DWELLING_0::Des Latent Cool Mass Flow [kg/s],504FA19567BBC2B7_F1_DWELLING_0::Des Heat Load No DOAS [W],504FA19567BBC2B7_F1_DWELLING_0::Des Sens Cool Load No DOAS [W],504FA19567BBC2B7_F1_DWELLING_0::Des Latent Heat Load No DOAS [W],504FA19567BBC2B7_F1_DWELLING_0::Des Latent Cool Load No DOAS [W],504FA19567BBC2B7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],504FA19567BBC2B7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],504FA19567BBC2B7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],504FA19567BBC2B7_F1_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],504FA19567BBC2B7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],504FA19567BBC2B7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],504FA19567BBC2B7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],504FA19567BBC2B7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],504FA19567BBC2B7_F2_DWELLING_0::Des Latent Heat Load [W],504FA19567BBC2B7_F2_DWELLING_0::Des Latent Cool Load [W],504FA19567BBC2B7_F2_DWELLING_0::Des Latent Heat Mass Flow [kg/s],504FA19567BBC2B7_F2_DWELLING_0::Des Latent Cool Mass Flow [kg/s],504FA19567BBC2B7_F2_DWELLING_0::Des Heat Load No DOAS [W],504FA19567BBC2B7_F2_DWELLING_0::Des Sens Cool Load No DOAS [W],504FA19567BBC2B7_F2_DWELLING_0::Des Latent Heat Load No DOAS [W],504FA19567BBC2B7_F2_DWELLING_0::Des Latent Cool Load No DOAS [W],504FA19567BBC2B7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],504FA19567BBC2B7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],504FA19567BBC2B7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],504FA19567BBC2B7_F2_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],504FA19567BBC2B7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Load [W],504FA19567BBC2B7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],504FA19567BBC2B7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],504FA19567BBC2B7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],504FA19567BBC2B7_F3_DWELLING_0::Des Latent Heat Load [W],504FA19567BBC2B7_F3_DWELLING_0::Des Latent Cool Load [W],504FA19567BBC2B7_F3_DWELLING_0::Des Latent Heat Mass Flow [kg/s],504FA19567BBC2B7_F3_DWELLING_0::Des Latent Cool Mass Flow [kg/s],504FA19567BBC2B7_F3_DWELLING_0::Des Heat Load No DOAS [W],504FA19567BBC2B7_F3_DWELLING_0::Des Sens Cool Load No DOAS [W],504FA19567BBC2B7_F3_DWELLING_0::Des Latent Heat Load No DOAS [W],504FA19567BBC2B7_F3_DWELLING_0::Des Latent Cool Load No DOAS [W],504FA19567BBC2B7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],504FA19567BBC2B7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],504FA19567BBC2B7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],504FA19567BBC2B7_F3_DWELLING_0:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%],504FA19567BBC2B7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Load [W],504FA19567BBC2B7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Sens Cool Load [W],504FA19567BBC2B7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Heat Mass Flow [kg/s],504FA19567BBC2B7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Des Cool Mass Flow [kg/s],504FA19567BBC2B7_F0_DWELLING_1::Des Latent Heat Load [W],504FA19567BBC2B7_F0_DWELLING_1::Des Latent Cool Load [W],504FA19567BBC2B7_F0_DWELLING_1::Des Latent Heat Mass Flow [kg/s],504FA19567BBC2B7_F0_DWELLING_1::Des Latent Cool Mass Flow [kg/s],504FA19567BBC2B7_F0_DWELLING_1::Des Heat Load No DOAS [W],504FA19567BBC2B7_F0_DWELLING_1::Des Sens Cool Load No DOAS [W],504FA19567BBC2B7_F0_DWELLING_1::Des Latent Heat Load No DOAS [W],504FA19567BBC2B7_F0_DWELLING_1::Des Latent Cool Load No DOAS [W],504FA19567BBC2B7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Temperature [C],504FA19567BBC2B7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Heating Zone Relative Humidity [%],504FA19567BBC2B7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Temperature [C],504FA19567BBC2B7_F0_DWELLING_1:ANNUALSIZINGPERIOD:Cooling Zone Relative Humidity [%]
04:40:00,1.293851E+03,0.000000E+00,4.228898E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999599E+01,3.564763E+01,2.463456E+01,5.159629E+01,1.456120E+03,0.000000E+00,4.759263E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999596E+01,3.681254E+01,2.758261E+01,4.333767E+01,1.539652E+03,0.000000E+00,5.032273E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.736144E+01,2.793209E+01,4.246160E+01,3.128315E+03,0.000000E+00,1.022446E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999510E+01,4.383128E+01,2.582519E+01,4.806404E+01,3.218982E+03,0.000000E+00,1.052069E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999482E+01,4.406439E+01,2.096655E+01,7.772358E+01
04:45:00,1.293658E+03,0.000000E+00,4.228267E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999600E+01,3.568378E+01,2.462356E+01,5.151630E+01,1.456006E+03,0.000000E+00,4.758890E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.684802E+01,2.757226E+01,4.326764E+01,1.539505E+03,0.000000E+00,5.031793E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999590E+01,3.739605E+01,2.792132E+01,4.239389E+01,3.127293E+03,0.000000E+00,1.022112E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999512E+01,4.385464E+01,2.581106E+01,4.799788E+01,3.217817E+03,0.000000E+00,1.051689E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999483E+01,4.408701E+01,2.094942E+01,7.769049E+01
04:50:00,1.293387E+03,0.000000E+00,4.227382E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999601E+01,3.572159E+01,2.461312E+01,5.143029E+01,1.455813E+03,0.000000E+00,4.758261E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999598E+01,3.688505E+01,2.756215E+01,4.319341E+01,1.539280E+03,0.000000E+00,5.031057E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999591E+01,3.743218E+01,2.791077E+01,4.232210E+01,3.126093E+03,0.000000E+00,1.021720E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999513E+01,4.387877E+01,2.579727E+01,4.792671E+01,3.216454E+03,0.000000E+00,1.051243E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999485E+01,4.411037E+01,2.093295E+01,7.764772E+01
04:55:00,1.293038E+03,0.000000E+00,4.226242E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999602E+01,3.576087E+01,2.460311E+01,5.133891E+01,1.455541E+03,0.000000E+00,4.757374E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999599E+01,3.692344E+01,2.755221E+01,4.311532E+01,1.538976E+03,0.000000E+00,5.030064E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999592E+01,3.746963E+01,2.790037E+01,4.224659E+01,3.124715E+03,0.000000E+00,1.021270E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999514E+01,4.390354E+01,2.578373E+01,4.785101E+01,3.214891E+03,0.000000E+00,1.050733E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999486E+01,4.413433E+01,2.091699E+01,7.759624E+01
05:00:00,1.292610E+03,0.000000E+00,4.224846E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999603E+01,3.580145E+01,2.459341E+01,5.124269E+01,1.455191E+03,0.000000E+00,4.756231E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999600E+01,3.696305E+01,2.754238E+01,4.303371E+01,1.538593E+03,0.000000E+00,5.028815E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999593E+01,3.750825E+01,2.789007E+01,4.216765E+01,3.123157E+03,0.000000E+00,1.020761E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999515E+01,4.392884E+01,2.577039E+01,4.777113E+01,3.213128E+03,0.000000E+00,1.050157E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999487E+01,4.415879E+01,2.090144E+01,7.753681E+01
05:05:00,1.292210E+03,0.000000E+00,4.223540E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999604E+01,3.584320E+01,2.458407E+01,5.114168E+01,1.454871E+03,0.000000E+00,4.755184E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999601E+01,3.700373E+01,2.753271E+01,4.294861E+01,1.538240E+03,0.000000E+00,5.027663E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999594E+01,3.754789E+01,2.787993E+01,4.208530E+01,3.121634E+03,0.000000E+00,1.020264E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999517E+01,4.395458E+01,2.575731E+01,4.768704E+01,3.211395E+03,0.000000E+00,1.049591E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999489E+01,4.418367E+01,2.088624E+01,7.746998E+01
05:10:00,1.291846E+03,0.000000E+00,4.222351E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999605E+01,3.588583E+01,2.457488E+01,5.104991E+01,1.454590E+03,0.000000E+00,4.754267E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999602E+01,3.704521E+01,2.752306E+01,4.287168E+01,1.537929E+03,0.000000E+00,5.026645E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999595E+01,3.758830E+01,2.786974E+01,4.201111E+01,3.120175E+03,0.000000E+00,1.019787E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999518E+01,4.398052E+01,2.574296E+01,4.761554E+01,3.209736E+03,0.000000E+00,1.049049E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999490E+01,4.420875E+01,2.087045E+01,7.740756E+01
05:15:00,1.291521E+03,0.000000E+00,4.221288E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999605E+01,3.592917E+01,2.456571E+01,5.097560E+01,1.454352E+03,0.000000E+00,4.753490E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999603E+01,3.708732E+01,2.751337E+01,4.280979E+01,1.537660E+03,0.000000E+00,5.025770E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999596E+01,3.762931E+01,2.785944E+01,4.195185E+01,3.118783E+03,0.000000E+00,1.019333E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999519E+01,4.400656E+01,2.572679E+01,4.756562E+01,3.208156E+03,0.000000E+00,1.048533E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999491E+01,4.423395E+01,2.085370E+01,7.735573E+01
05:20:00,1.291236E+03,0.000000E+00,4.220357E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999606E+01,3.597312E+01,2.455660E+01,5.092073E+01,1.454157E+03,0.000000E+00,4.752855E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999603E+01,3.712998E+01,2.750367E+01,4.276454E+01,1.537437E+03,0.000000E+00,5.025042E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999597E+01,3.767082E+01,2.784907E+01,4.190907E+01,3.117458E+03,0.000000E+00,1.018900E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999520E+01,4.403265E+01,2.570929E+01,4.753777E+01,3.206656E+03,0.000000E+00,1.048043E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999493E+01,4.425925E+01,2.083619E+01,7.731493E+01
05:25:00,1.290991E+03,0.000000E+00,4.219558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999607E+01,3.601761E+01,2.454757E+01,5.088446E+01,1.454007E+03,0.000000E+00,4.752365E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999604E+01,3.717311E+01,2.749400E+01,4.273522E+01,1.537259E+03,0.000000E+00,5.024461E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999598E+01,3.771277E+01,2.783868E+01,4.188203E+01,3.116202E+03,0.000000E+00,1.018490E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999522E+01,4.405881E+01,2.569110E+01,4.752951E+01,3.205236E+03,0.000000E+00,1.047580E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999494E+01,4.428462E+01,2.081821E+01,7.728343E+01
05:30:00,1.290787E+03,0.000000E+00,4.218892E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999608E+01,3.606258E+01,2.453862E+01,5.086541E+01,1.453901E+03,0.000000E+00,4.752020E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999605E+01,3.721666E+01,2.748437E+01,4.272062E+01,1.537127E+03,0.000000E+00,5.024030E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999599E+01,3.775511E+01,2.782830E+01,4.186952E+01,3.115015E+03,0.000000E+00,1.018102E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999523E+01,4.408502E+01,2.567265E+01,4.753840E+01,3.203899E+03,0.000000E+00,1.047143E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999495E+01,4.431008E+01,2.080003E+01,7.725949E+01
05:35:00,1.290623E+03,0.000000E+00,4.218359E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999609E+01,3.610798E+01,2.452977E+01,5.086237E+01,1.453840E+03,0.000000E+00,4.751822E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999606E+01,3.726058E+01,2.747479E+01,4.271968E+01,1.537040E+03,0.000000E+00,5.023748E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999600E+01,3.779780E+01,2.781794E+01,4.187049E+01,3.113899E+03,0.000000E+00,1.017738E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999524E+01,4.411129E+01,2.565411E+01,4.756278E+01,3.202643E+03,0.000000E+00,1.046733E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999496E+01,4.433561E+01,2.078177E+01,7.724194E+01
05:40:00,1.290501E+03,0.000000E+00,4.217961E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999610E+01,3.615375E+01,2.452135E+01,5.087323E+01,1.453823E+03,0.000000E+00,4.751770E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999607E+01,3.730483E+01,2.746570E+01,4.273045E+01,1.536999E+03,0.000000E+00,5.023617E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999601E+01,3.784078E+01,2.780814E+01,4.188279E+01,3.112853E+03,0.000000E+00,1.017397E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999525E+01,4.413760E+01,2.563625E+01,4.759961E+01,3.201470E+03,0.000000E+00,1.046350E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999498E+01,4.436120E+01,2.076422E+01,7.722664E+01
05:45:00,1.290420E+03,0.000000E+00,4.217697E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999611E+01,3.619987E+01,2.451361E+01,5.089648E+01,1.453852E+03,0.000000E+00,4.751866E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999608E+01,3.734936E+01,2.745733E+01,4.275162E+01,1.537005E+03,0.000000E+00,5.023637E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999601E+01,3.788403E+01,2.779917E+01,4.190502E+01,3.111879E+03,0.000000E+00,1.017079E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999526E+01,4.416396E+01,2.561940E+01,4.764713E+01,3.200381E+03,0.000000E+00,1.045995E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999499E+01,4.438684E+01,2.074783E+01,7.721120E+01
05:50:00,1.290380E+03,0.000000E+00,4.217568E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999612E+01,3.624627E+01,2.450650E+01,5.093144E+01,1.453927E+03,0.000000E+00,4.752110E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999609E+01,3.739414E+01,2.744959E+01,4.278276E+01,1.537057E+03,0.000000E+00,5.023810E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999602E+01,3.792750E+01,2.779090E+01,4.193686E+01,3.110977E+03,0.000000E+00,1.016784E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999528E+01,4.419036E+01,2.560338E+01,4.770519E+01,3.199375E+03,0.000000E+00,1.045666E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.999500E+01,4.441253E+01,2.073264E+01,7.719513E+01
