Date/Time,Electricity:Facility [J](Annual),DistrictHeating:Facility [J](Annual),Heating:DistrictHeating [J](Annual),InteriorEquipment:Electricity [J](Annual),Electricity:Building [J](Annual) 
,13565048672.571135,77596665116.88911,77596665116.88911,13565048672.571135,13565048672.571135 
