Date/Time,Cooling:Electricity [J](RunPeriod),Heating:Electricity [J](RunPeriod),Heating:NaturalGas [J](RunPeriod),Fans:Electricity [J](RunPeriod),Pumps:Electricity [J](RunPeriod),WaterSystems:NaturalGas [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod) 
simdays=365,111057641273.30104,192275523378.76776,489746277428.8124,152765812869.47784,43177648288.63892,840644760599.019,74761194153.33784,675923371255.0054 
